Table S7 
Observed and calculated wavenumbers and frequencies of the assigned transitions of ND2H,
ordered by increasing energy.
The vibration quantum number for the upper and lower states of transition, VU and VL,
are in the first and fifth columns; 0 and 1 indicate symmetric and antisymmetric with respect to inversion.
The transitions marked by *** are discarded in the last cycle of refinement.


  VU   JU   KUA  KUC    VL   JL   KLA  KLC    OBS/CM-1     CALC/CM-1   O-C/CM-1       OBS/MHz    O-C/MHz    UNC/MHz
   1   13    9    5      0   12    6    7   238.911680    238.911629   0.000051    7162391.979     1.525     2.998
   0   17   17    1      1   16   16    1   239.558078*** 239.556982   0.001096    7181770.504    32.867     2.998
   0   17   17    0      1   16   16    0   239.558078*** 239.556982   0.001096    7181770.504    32.867     2.998
   0   20   11    9      0   19   10   10   239.599714    239.599894  -0.000180    7183018.720    -5.386     2.998
   1   17   17    0      0   16   16    0   239.626605    239.626449   0.000156    7183824.892     4.672     2.998
   1   17   17    1      0   16   16    1   239.626605    239.626449   0.000156    7183824.892     4.672     2.998
   0   19   13    7      1   18   12    7   239.825931    239.825742   0.000189    7189800.535     5.660     2.998
   0   19   13    6      1   18   12    6   239.825931    239.825742   0.000189    7189800.535     5.660     2.998
   1   19   13    7      1   18   12    6   239.879765    239.879638   0.000127    7191414.437     3.792     2.998
   1   19   13    6      1   18   12    7   239.879765    239.879638   0.000127    7191414.437     3.792     2.998
   0   19   13    7      0   18   12    6   239.889176    239.889087   0.000089    7191696.572     2.670     2.998
   0   19   13    6      0   18   12    7   239.889176    239.889087   0.000089    7191696.572     2.670     2.998
   1   19   13    6      0   18   12    6   239.942922    239.942983  -0.000061    7193307.837    -1.837     2.998
   1   19   13    7      0   18   12    7   239.942922    239.942983  -0.000061    7193307.837    -1.837     2.998
   0   12    3    9      1   11    0   11   239.942922    239.942990  -0.000068    7193307.840    -2.031     2.998
   0   12    4    9      1   11    1   11   240.149393    240.149526  -0.000133    7199497.681    -3.981     2.998
   0   18   15    3      1   17   14    3   240.256533    240.256657  -0.000124    7202709.658    -3.719     2.998
   0   18   15    4      1   17   14    4   240.256533    240.256657  -0.000124    7202709.658    -3.719     2.998
   0   20    4   16      1   19    3   16   240.331018    240.330976   0.000042    7204942.662     1.256     2.998
   0   20    5   16      1   19    4   16   240.331018    240.330976   0.000042    7204942.662     1.256     2.998
   1   18   15    4      0   17   14    4   240.348081    240.348033   0.000048    7205454.198     1.425     2.998
   1   18   15    3      0   17   14    3   240.348081    240.348033   0.000048    7205454.198     1.425     2.998
   1   12    4    9      0   11    1   11   240.463933    240.463828   0.000105    7208927.353     3.152     2.998
   0   16    8    8      1   15    5   10   240.521310    240.521182   0.000128    7210647.473     3.840     2.998
   1   20    4   16      0   19    3   16   240.528471    240.528361   0.000110    7210862.154     3.287     2.998
   1   20    5   16      0   19    4   16   240.528471    240.528361   0.000110    7210862.154     3.287     2.998
   1   16    8    8      0   15    5   10   240.671949    240.671869   0.000080    7215163.516     2.402     2.998
   1   16    9    8      1   15    6    9   240.785287    240.785270   0.000017    7218561.304     0.519     2.998
   0   16    9    8      0   15    6    9   240.831262    240.831304  -0.000042    7219939.600    -1.254     2.998
   1   15    3   12      1   14    2   13   240.840506    240.840452   0.000054    7220216.728     1.620     2.998
   1   15    4   12      1   14    1   13   240.848181    240.848314  -0.000133    7220446.819    -3.973     2.998
   0   15    3   12      0   14    2   13   240.895824    240.895883  -0.000059    7221875.120    -1.779     2.998
   0   15    4   12      0   14    1   13   240.903714    240.903786  -0.000072    7222111.656    -2.167     2.998
   0   20    3   17      1   19    2   17   241.757161    241.757128   0.000033    7247697.354     0.984     2.998
   0   20    4   17      1   19    3   17   241.757161    241.757128   0.000033    7247697.354     0.984     2.998
   0   11    6    5      1   10    1    9   241.832695    241.832805  -0.000110    7249961.806    -3.301     2.998
   0   21    8   13      1   20    7   13   241.971825    241.971850  -0.000025    7254132.818    -0.744     2.998
   1   20    3   17      0   19    2   17   242.015896    242.015896   0.000000    7255454.034     0.006     2.998
   1   20    4   17      0   19    3   17   242.015896    242.015896   0.000000    7255454.034     0.006     2.998
   1   16    5   11      1   15    4   12   242.053165    242.053064   0.000101    7256571.330     3.027     2.998
   1   21    8   13      0   20    7   13   242.061448    242.061413   0.000035    7256819.648     1.036     2.998
   0   16    5   11      0   15    4   12   242.086476    242.086457   0.000019    7257569.969     0.566     2.998
   1   11    6    5      0   10    1    9   242.092380    242.092308   0.000072    7257746.966     2.149     2.998
   0   16    9    7      1   15    6    9   242.260589    242.260554   0.000035    7262789.745     1.035     2.998
   1   16    9    7      0   15    6    9   242.388578    242.388574   0.000004    7266626.759     0.106     2.998
   0   14    8    7      1   13    5    9   242.590280    242.590228   0.000052    7272673.633     1.553     2.998
   1   16    6   11      1   15    3   12   242.661005    242.660955   0.000050    7274793.915     1.513     2.998
   0   16    6   11      0   15    3   12   242.696244    242.696307  -0.000063    7275850.354    -1.874     2.998
   1   14    8    7      0   13    5    9   242.750949    242.750919   0.000030    7277490.368     0.901     2.998
   0   21   11   10      1   20   10   10   242.944095    242.944023   0.000072    7283280.740     2.158     2.998
   0   20   12    8      1   19   11    8   242.954258    242.954157   0.000101    7283585.419     3.037     2.998
   0   20   12    9      0   19   11    8   242.965143    242.964956   0.000187    7283911.743     5.609     2.998
   1   21   11   10      0   20   10   10   242.992524    242.992635  -0.000111    7284732.605    -3.315     2.998
   0   20    3   18      1   19    2   18   243.081654    243.081725  -0.000071    7287404.655    -2.131     2.998
   0   20    2   18      1   19    1   18   243.081654    243.081725  -0.000071    7287404.655    -2.131     2.998
   1   20   12    9      1   19   11    8   243.094436    243.094440  -0.000004    7287787.849    -0.132     2.998
   1   20   12    8      0   19   11    8   243.110129    243.110089   0.000040    7288258.314     1.202     2.998
   0   20   12    9      1   19   11    9   243.401369    243.401384  -0.000015    7296989.469    -0.444     2.998
   0   20   12    8      0   19   11    9   243.416356    243.416286   0.000070    7297438.768     2.086     2.998
   1   20    2   18      0   19    1   18   243.427530    243.427407   0.000123    7297773.756     3.691     2.998
   1   20    3   18      0   19    2   18   243.427530    243.427407   0.000123    7297773.756     3.691     2.998
   1   20   12    8      1   19   11    9   243.546341    243.546517  -0.000176    7301335.621    -5.270     2.998
   1   20   12    9      0   19   11    9   243.556557    243.556570  -0.000013    7301641.889    -0.394     2.998
   1   14    8    6      1   13    5    9   244.260899    244.260803   0.000096    7322757.530     2.868     2.998
   0   14    8    6      0   13    5    9   244.305352    244.305368  -0.000016    7324090.198    -0.483     2.998
   0   20    2   19      1   19    1   19   244.342648    244.342749  -0.000101    7325208.304    -3.014     2.998
   0   20    1   19      1   19    0   19   244.342648    244.342749  -0.000101    7325208.304    -3.014     2.998
   0   18   16    2      1   17   15    2   244.554366    244.554348   0.000018    7331555.450     0.530     2.998
   0   18   16    3      1   17   15    3   244.554366    244.554348   0.000018    7331555.450     0.530     2.998
   0   22   10   12      1   21    9   12   244.582426    244.582338   0.000088    7332396.667     2.645     2.998
   0   19   14    5      1   18   13    5   244.631146    244.631100   0.000046    7333857.256     1.377     2.998
   0   19   14    6      1   18   13    6   244.631146    244.631100   0.000046    7333857.256     1.377     2.998
   1   18   16    2      0   17   15    2   244.633240    244.633270  -0.000030    7333920.033    -0.913     2.998
   1   18   16    3      0   17   15    3   244.633240    244.633270  -0.000030    7333920.033    -0.913     2.998
   1   22   10   12      0   21    9   12   244.659996    244.660044  -0.000048    7334722.158    -1.438     2.998
   0   21   10   12      1   20    9   12   244.719379    244.719432  -0.000053    7336502.415    -1.603     2.998
   1   19   14    6      0   18   13    6   244.733682    244.733623   0.000059    7336931.208     1.756    29.979
   1   19   14    5      0   18   13    5   244.733682    244.733623   0.000059    7336931.208     1.756    29.979
   1   21   10   12      0   20    9   12   244.779046    244.779036   0.000010    7338291.187     0.306     2.998
   1   20    1   19      0   19    0   19   244.812320    244.812300   0.000020    7339288.716     0.610     2.998
   1   20    2   19      0   19    1   19   244.812320    244.812300   0.000020    7339288.716     0.610     2.998
   0   21    9   13      1   20    8   13   244.949087    244.949131  -0.000044    7343388.888    -1.333     2.998
   1   21    9   13      0   20    8   13   245.026419    245.026422  -0.000003    7345707.243    -0.076     2.998
   1   17    8   10      1   16    5   11   245.589465    245.589733  -0.000268    7362586.937    -8.049     2.998
   0   17    8   10      0   16    5   11   245.618357    245.618340   0.000017    7363453.097     0.514     2.998
   0   12   10    2      1   11    7    4   245.647401    245.647372   0.000029    7364323.815     0.861     2.998
   0   12   10    3      0   11    7    4   245.723188    245.723320  -0.000132    7366595.852    -3.966     2.998
   1   12   10    3      1   11    7    4   245.736845    245.736688   0.000157    7367005.278     4.714     2.998
   0   12   10    3      1   11    7    5   246.181827    246.181801   0.000026    7380345.503     0.782     2.998
   1   12   10    2      1   11    7    5   246.271411    246.271262   0.000149    7383031.164     4.471     2.998
   0   21    7   14      1   20    6   14   246.294210    246.294218  -0.000008    7383714.661    -0.247     2.998
   1   12   10    3      0   11    7    5   246.346636    246.346472   0.000164    7385286.353     4.920     2.998
   1   21    7   14      0   20    6   14   246.391108    246.391069   0.000039    7386619.590     1.162     2.998
   0   14    7    8      1   13    4   10   246.578903    246.578870   0.000033    7392249.542     0.980     2.998
   0   21    8   14      1   20    7   14   246.768594    246.768623  -0.000029    7397936.335    -0.880     2.998
   1   14    7    8      0   13    4   10   246.771249    246.771238   0.000011    7398015.930     0.332     2.998
   1   21    8   14      0   20    7   14   246.863094    246.863097  -0.000003    7400769.374    -0.083     2.998
   0   21   11   11      1   20   10   11   247.271622    247.271639  -0.000017    7413016.735    -0.505     2.998
