 nu1  nu2  nu3a  nu3b  nu4a  nu4b  J  Ka  Kc inv      E"        E/Mhz
   0    0     0     0     0     0 20  10  10   s 2244.882603  67299890.00
   0    0     0     0     0     0 20  10  10   a 2244.914555  67300850.00
   0    0     0     0     0     0 18  16   3   s 2263.573664  67860230.00
   0    0     0     0     0     0 18  16   2   s 2263.573664  67860230.00
   0    0     0     0     0     0 18  16   3   a 2263.609698  67861310.00
   0    0     0     0     0     0 18  16   2   a 2263.609698  67861310.00
   0    0     0     0     0     0 21   6  15   s 2269.597093  68040810.00
   0    0     0     0     0     0 21   6  15   a 2269.647584  68042320.00
   0    0     0     0     0     0 21   7  15   s 2269.656972  68042600.00
   0    0     0     0     0     0 21   7  15   a 2269.707221  68044110.00
   0    0     0     0     0     0 24   0  24   s 2286.004778  68532700.00
   0    0     0     0     0     0 24   1  24   s 2286.004778  68532700.00
   0    0     0     0     0     0 24   1  24   a 2286.360145  68543350.00
   0    0     0     0     0     0 24   0  24   a 2286.360145  68543350.00
   0    0     0     0     0     0 20  11  10   s 2287.890872  68589240.00
   0    0     0     0     0     0 20  11  10   a 2287.903889  68589630.00
   0    0     0     0     0     0 19  14   6   s 2288.166846  68597520.00
   0    0     0     0     0     0 19  14   5   s 2288.166872  68597520.00
   0    0     0     0     0     0 19  14   6   a 2288.214038  68598930.00
   0    0     0     0     0     0 19  14   5   a 2288.214064  68598930.00
   0    0     0     0     0     0 20  11   9   s 2289.119107  68626060.00
   0    0     0     0     0     0 20  11   9   a 2289.133631  68626500.00
   0    0     0     0     0     0 22   4  18   s 2312.121022  69315640.00
   0    0     0     0     0     0 22   5  18   s 2312.121088  69315650.00
   0    0     0     0     0     0 22   4  18   a 2312.203311  69318110.00
   0    0     0     0     0     0 22   5  18   a 2312.203376  69318110.00
   0    0     0     0     0     0 23   2  21   s 2317.672106  69482060.00
   0    0     0     0     0     0 23   3  21   s 2317.672106  69482060.00
   0    0     0     0     0     0 23   2  21   a 2317.832448  69486870.00
   0    0     0     0     0     0 23   3  21   a 2317.832448  69486870.00
   0    0     0     0     0     0 21   7  14   s 2329.700268  69842660.00
   0    0     0     0     0     0 21   7  14   a 2329.742798  69843930.00
   0    0     0     0     0     0 21   8  14   s 2330.329884  69861530.00
   0    0     0     0     0     0 21   8  14   a 2330.370599  69862750.00
   0    0     0     0     0     0 20  12   9   s 2343.777775  70264690.00
   0    0     0     0     0     0 20  12   8   s 2343.780118  70264760.00
   0    0     0     0     0     0 20  12   9   a 2343.920402  70268970.00
   0    0     0     0     0     0 20  12   8   a 2343.922908  70269040.00
   0    0     0     0     0     0 18  17   2   s 2345.742730  70323600.00
   0    0     0     0     0     0 18  17   1   s 2345.742730  70323600.00
   0    0     0     0     0     0 18  17   2   a 2345.773756  70324530.00
   0    0     0     0     0     0 18  17   1   a 2345.773756  70324530.00
   0    0     0     0     0     0 19  15   5   s 2361.365365  70791950.00
   0    0     0     0     0     0 19  15   4   s 2361.365366  70791950.00
   0    0     0     0     0     0 19  15   5   a 2361.406252  70793180.00
   0    0     0     0     0     0 19  15   4   a 2361.406254  70793180.00
   0    0     0     0     0     0 21   8  13   s 2380.075849  71352880.00
   0    0     0     0     0     0 21   8  13   a 2380.117358  71354120.00
   0    0     0     0     0     0 21   9  13   s 2384.496993  71485420.00
   0    0     0     0     0     0 21   9  13   a 2384.529930  71486410.00
   0    0     0     0     0     0 22   5  17   s 2390.741129  71672620.00
   0    0     0     0     0     0 22   6  17   s 2390.742546  71672660.00
   0    0     0     0     0     0 22   5  17   a 2390.802499  71674460.00
   0    0     0     0     0     0 22   6  17   a 2390.803906  71674500.00
   0    0     0     0     0     0 24   1  23   s 2399.510078  71935500.00
   0    0     0     0     0     0 24   2  23   s 2399.510078  71935500.00
   0    0     0     0     0     0 24   1  23   a 2399.750887  71942720.00
   0    0     0     0     0     0 24   2  23   a 2399.750887  71942720.00
   0    0     0     0     0     0 20  13   8   s 2405.756704  72122770.00
   0    0     0     0     0     0 20  13   7   s 2405.757694  72122800.00
   0    0     0     0     0     0 20  13   8   a 2405.809725  72124360.00
   0    0     0     0     0     0 20  13   7   a 2405.810703  72124390.00
   0    0     0     0     0     0 23   3  20   s 2413.555100  72356560.00
   0    0     0     0     0     0 23   4  20   s 2413.555100  72356560.00
   0    0     0     0     0     0 23   3  20   a 2413.668313  72359960.00
   0    0     0     0     0     0 23   4  20   a 2413.668313  72359960.00
   0    0     0     0     0     0 21   9  12   s 2417.146143  72464220.00
   0    0     0     0     0     0 21   9  12   a 2417.189443  72465520.00
   0    0     0     0     0     0 18  18   1   s 2431.816637  72904030.00
   0    0     0     0     0     0 18  18   0   s 2431.816637  72904030.00
   0    0     0     0     0     0 18  18   1   a 2431.843862  72904840.00
   0    0     0     0     0     0 18  18   0   a 2431.843862  72904840.00
   0    0     0     0     0     0 21  10  12   s 2434.459659  72983260.00
   0    0     0     0     0     0 21  10  12   a 2434.483683  72983980.00
   0    0     0     0     0     0 19  16   4   s 2439.181973  73124840.00
   0    0     0     0     0     0 19  16   3   s 2439.181973  73124840.00
   0    0     0     0     0     0 19  16   4   a 2439.217082  73125890.00
   0    0     0     0     0     0 19  16   3   a 2439.217082  73125890.00
   0    0     0     0     0     0 21  10  11   s 2448.050060  73390690.00
   0    0     0     0     0     0 21  10  11   a 2448.084205  73391720.00
   0    0     0     0     0     0 22   6  16   s 2462.863061  73834780.00
   0    0     0     0     0     0 22   7  16   s 2462.885538  73835450.00
   0    0     0     0     0     0 22   6  16   a 2462.910099  73836190.00
   0    0     0     0     0     0 22   7  16   a 2462.932472  73836860.00
   0    0     0     0     0     0 25   1  25   s 2472.335575  74118760.00
   0    0     0     0     0     0 25   0  25   s 2472.335575  74118760.00
   0    0     0     0     0     0 25   0  25   a 2472.714399  74130110.00
   0    0     0     0     0     0 25   1  25   a 2472.714399  74130110.00
   0    0     0     0     0     0 20  14   7   s 2473.421769  74151320.00
   0    0     0     0     0     0 20  14   6   s 2473.421900  74151320.00
   0    0     0     0     0     0 20  14   7   a 2473.467684  74152700.00
   0    0     0     0     0     0 20  14   6   a 2473.467814  74152700.00
   0    0     0     0     0     0 21  11  11   s 2484.848425  74493880.00
   0    0     0     0     0     0 21  11  11   a 2484.861735  74494280.00
   0    0     0     0     0     0 21  11  10   s 2487.858578  74584120.00
   0    0     0     0     0     0 21  11  10   a 2487.875237  74584620.00
   0    0     0     0     0     0 23   4  19   s 2503.133791  75042060.00
   0    0     0     0     0     0 23   5  19   s 2503.133812  75042060.00
   0    0     0     0     0     0 23   4  19   a 2503.214828  75044490.00
   0    0     0     0     0     0 23   5  19   a 2503.214849  75044490.00
   0    0     0     0     0     0 24   2  22   s 2506.488234  75142630.00
   0    0     0     0     0     0 24   3  22   s 2506.488234  75142630.00
   0    0     0     0     0     0 24   2  22   a 2506.653173  75147570.00
   0    0     0     0     0     0 24   3  22   a 2506.653173  75147570.00
   0    0     0     0     0     0 19  17   3   s 2521.291544  75586420.00
   0    0     0     0     0     0 19  17   2   s 2521.291544  75586420.00
   0    0     0     0     0     0 19  17   3   a 2521.321574  75587320.00
   0    0     0     0     0     0 19  17   2   a 2521.321574  75587320.00
   0    0     0     0     0     0 22   7  15   s 2528.016248  75788020.00
   0    0     0     0     0     0 22   7  15   a 2528.054185  75789160.00
   0    0     0     0     0     0 22   8  15   s 2528.278274  75795880.00
   0    0     0     0     0     0 22   8  15   a 2528.315356  75796990.00
   0    0     0     0     0     0 21  12  10   s 2539.825535  76142050.00
   0    0     0     0     0     0 21  12  10   a 2539.828528  76142140.00
   0    0     0     0     0     0 21  12   9   s 2540.221144  76153910.00
   0    0     0     0     0     0 21  12   9   a 2540.224614  76154020.00
   0    0     0     0     0     0 20  15   6   s 2546.261444  76335000.00
   0    0     0     0     0     0 20  15   5   s 2546.261453  76335000.00
   0    0     0     0     0     0 20  15   6   a 2546.301373  76336190.00
   0    0     0     0     0     0 20  15   5   a 2546.301381  76336190.00
   0    0     0     0     0     0 22   8  14   s 2584.673445  77486560.00
   0    0     0     0     0     0 22   8  14   a 2584.708118  77487600.00
   0    0     0     0     0     0 23   5  18   s 2586.378333  77537670.00
   0    0     0     0     0     0 23   6  18   s 2586.378819  77537690.00
   0    0     0     0     0     0 23   5  18   a 2586.437278  77539440.00
   0    0     0     0     0     0 23   6  18   a 2586.437760  77539450.00
   0    0     0     0     0     0 22   9  14   s 2586.828081  77551150.00
   0    0     0     0     0     0 22   9  14   a 2586.857917  77552050.00
   0    0     0     0     0     0 25   1  24   s 2590.687005  77666840.00
   0    0     0     0     0     0 25   2  24   s 2590.687005  77666840.00
   0    0     0     0     0     0 25   1  24   a 2590.939673  77674420.00
   0    0     0     0     0     0 25   2  24   a 2590.939673  77674420.00
   0    0     0     0     0     0 21  13   9   s 2600.896520  77972920.00
   0    0     0     0     0     0 21  13   8   s 2600.899418  77973000.00
   0    0     0     0     0     0 21  13   9   a 2600.957748  77974750.00
   0    0     0     0     0     0 21  13   8   a 2600.960603  77974840.00
   0    0     0     0     0     0 24   3  21   s 2607.048821  78157360.00
   0    0     0     0     0     0 24   4  21   s 2607.048821  78157360.00
   0    0     0     0     0     0 24   3  21   a 2607.163012  78160780.00
   0    0     0     0     0     0 24   4  21   a 2607.163012  78160780.00
   0    0     0     0     0     0 19  18   2   s 2607.391410  78167630.00
   0    0     0     0     0     0 19  18   1   s 2607.391410  78167630.00
   0    0     0     0     0     0 19  18   2   a 2607.417416  78168410.00
   0    0     0     0     0     0 19  18   1   a 2607.417416  78168410.00
   0    0     0     0     0     0 20  16   5   s 2623.858093  78661290.00
   0    0     0     0     0     0 20  16   4   s 2623.858094  78661290.00
   0    0     0     0     0     0 20  16   5   a 2623.892401  78662320.00
   0    0     0     0     0     0 20  16   4   a 2623.892401  78662320.00
   0    0     0     0     0     0 22   9  13   s 2628.914940  78812890.00
   0    0     0     0     0     0 22   9  13   a 2628.952391  78814010.00
   0    0     0     0     0     0 22  10  13   s 2639.796398  79139110.00
   0    0     0     0     0     0 22  10  13   a 2639.818885  79139780.00
   0    0     0     0     0     0 22  10  12   s 2661.771781  79797910.00
   0    0     0     0     0     0 22  10  12   a 2661.806186  79798940.00
   0    0     0     0     0     0 23   6  17   s 2663.160303  79839540.00
   0    0     0     0     0     0 23   7  17   s 2663.168588  79839790.00
   0    0     0     0     0     0 23   6  17   a 2663.204144  79840850.00
   0    0     0     0     0     0 23   7  17   a 2663.212384  79841100.00
   0    0     0     0     0     0 26   1  26   s 2665.760023  79917470.00
   0    0     0     0     0     0 26   0  26   s 2665.760023  79917470.00
   0    0     0     0     0     0 26   0  26   a 2666.164383  79929600.00
   0    0     0     0     0     0 26   1  26   a 2666.164383  79929600.00
   0    0     0     0     0     0 21  14   8   s 2667.889289  79981310.00
   0    0     0     0     0     0 21  14   7   s 2667.889860  79981330.00
   0    0     0     0     0     0 21  14   8   a 2667.933663  79982640.00
   0    0     0     0     0     0 21  14   7   a 2667.934231  79982660.00
   0    0     0     0     0     0 22  11  12   s 2691.021950  80674810.00
   0    0     0     0     0     0 22  11  12   a 2691.035245  80675210.00
   0    0     0     0     0     0 19  19   1   s 2697.187536  80859650.00
   0    0     0     0     0     0 19  19   0   s 2697.187536  80859650.00
   0    0     0     0     0     0 19  19   1   a 2697.211400  80860360.00
   0    0     0     0     0     0 19  19   0   a 2697.211400  80860360.00
   0    0     0     0     0     0 22  11  11   s 2697.532357  80869990.00
   0    0     0     0     0     0 22  11  11   a 2697.551870  80870570.00
   0    0     0     0     0     0 24   4  20   s 2701.250588  80981460.00
   0    0     0     0     0     0 24   5  20   s 2701.250594  80981460.00
   0    0     0     0     0     0 24   4  20   a 2701.330520  80983850.00
   0    0     0     0     0     0 24   5  20   a 2701.330526  80983850.00
   0    0     0     0     0     0 25   2  23   s 2702.411687  81016260.00
   0    0     0     0     0     0 25   3  23   s 2702.411687  81016260.00
   0    0     0     0     0     0 25   2  23   a 2702.581713  81021360.00
   0    0     0     0     0     0 25   3  23   a 2702.581713  81021360.00
   0    0     0     0     0     0 20  17   4   s 2705.858997  81119610.00
   0    0     0     0     0     0 20  17   3   s 2705.858997  81119610.00
   0    0     0     0     0     0 20  17   4   a 2705.888164  81120490.00
   0    0     0     0     0     0 20  17   3   a 2705.888164  81120490.00
   0    0     0     0     0     0 23   7  16   s 2733.156983  81937980.00
   0    0     0     0     0     0 23   7  16   a 2733.190924  81939000.00
   0    0     0     0     0     0 23   8  16   s 2733.262551  81941150.00
   0    0     0     0     0     0 23   8  16   a 2733.296094  81942160.00
   0    0     0     0     0     0 21  15   7   s 2740.275887  82151400.00
   0    0     0     0     0     0 21  15   6   s 2740.275932  82151410.00
   0    0     0     0     0     0 21  15   7   a 2740.314732  82152570.00
   0    0     0     0     0     0 21  15   6   a 2740.314777  82152570.00
   0    0     0     0     0     0 22  12  11   s 2745.317322  82302540.00
   0    0     0     0     0     0 22  12  11   a 2745.320887  82302650.00
   0    0     0     0     0     0 22  12  10   s 2746.379220  82334380.00
   0    0     0     0     0     0 22  12  10   a 2746.384004  82334520.00
   0    0     0     0     0     0 26   1  25   s 2788.953421  83610720.00
   0    0     0     0     0     0 26   2  25   s 2788.953421  83610720.00
   0    0     0     0     0     0 24   5  19   s 2789.090665  83614830.00
   0    0     0     0     0     0 24   6  19   s 2789.090831  83614840.00
   0    0     0     0     0     0 24   5  19   a 2789.147305  83616530.00
   0    0     0     0     0     0 24   6  19   a 2789.147469  83616540.00
   0    0     0     0     0     0 26   1  25   a 2789.218970  83618680.00
   0    0     0     0     0     0 26   2  25   a 2789.218970  83618680.00
   0    0     0     0     0     0 20  18   3   s 2791.944945  83700400.00
   0    0     0     0     0     0 20  18   2   s 2791.944945  83700400.00
   0    0     0     0     0     0 20  18   3   a 2791.969705  83701150.00
   0    0     0     0     0     0 20  18   2   a 2791.969705  83701150.00
   0    0     0     0     0     0 23   8  15   s 2795.425380  83804740.00
   0    0     0     0     0     0 23   8  15   a 2795.454396  83805610.00
   0    0     0     0     0     0 23   9  15   s 2796.408770  83834230.00
   0    0     0     0     0     0 23   9  15   a 2796.435237  83835020.00
   0    0     0     0     0     0 22  13  10   s 2805.388621  84103440.00
   0    0     0     0     0     0 22  13   9   s 2805.392715  84103560.00
   0    0     0     0     0     0 22  13  10   a 2805.512772  84107160.00
   0    0     0     0     0     0 22  13   9   a 2805.516731  84107280.00
   0    0     0     0     0     0 25   3  22   s 2807.637969  84170870.00
   0    0     0     0     0     0 25   4  22   s 2807.637969  84170870.00
   0    0     0     0     0     0 25   3  22   a 2807.753344  84174330.00
   0    0     0     0     0     0 25   4  22   a 2807.753344  84174330.00
   0    0     0     0     0     0 21  16   6   s 2817.581322  84468960.00
   0    0     0     0     0     0 21  16   5   s 2817.581324  84468960.00
   0    0     0     0     0     0 21  16   6   a 2817.614913  84469970.00
   0    0     0     0     0     0 21  16   5   a 2817.614915  84469970.00
   0    0     0     0     0     0 23   9  14   s 2846.970352  85350020.00
   0    0     0     0     0     0 23   9  14   a 2847.000871  85350940.00
   0    0     0     0     0     0 23  10  14   s 2853.099517  85533770.00
   0    0     0     0     0     0 23  10  14   a 2853.119812  85534380.00
   0    0     0     0     0     0 27   0  27   s 2866.258199  85928260.00
   0    0     0     0     0     0 27   1  27   s 2866.258199  85928260.00
   0    0     0     0     0     0 27   0  27   a 2866.690162  85941210.00
   0    0     0     0     0     0 27   1  27   a 2866.690162  85941210.00
   0    0     0     0     0     0 24   6  18   s 2870.481923  86054880.00
   0    0     0     0     0     0 24   7  18   s 2870.484936  86054970.00
   0    0     0     0     0     0 24   6  18   a 2870.522723  86056110.00
   0    0     0     0     0     0 24   7  18   a 2870.525716  86056200.00
   0    0     0     0     0     0 22  14   9   s 2871.574697  86087640.00
   0    0     0     0     0     0 22  14   8   s 2871.576835  86087710.00
   0    0     0     0     0     0 22  14   9   a 2871.617719  86088930.00
   0    0     0     0     0     0 22  14   8   a 2871.619845  86089000.00
   0    0     0     0     0     0 20  19   2   s 2881.812464  86394560.00
   0    0     0     0     0     0 20  19   1   s 2881.812464  86394560.00
   0    0     0     0     0     0 20  19   2   a 2881.834226  86395220.00
   0    0     0     0     0     0 20  19   1   a 2881.834226  86395220.00
   0    0     0     0     0     0 23  10  13   s 2884.767719  86483160.00
   0    0     0     0     0     0 23  10  13   a 2884.799923  86484130.00
   0    0     0     0     0     0 21  17   5   s 2899.417551  86922350.00
   0    0     0     0     0     0 21  17   4   s 2899.417551  86922350.00
   0    0     0     0     0     0 21  17   5   a 2899.446129  86923210.00
   0    0     0     0     0     0 21  17   4   a 2899.446129  86923210.00
   0    0     0     0     0     0 26   2  24   s 2905.416244  87102190.00
   0    0     0     0     0     0 26   3  24   s 2905.416244  87102190.00
   0    0     0     0     0     0 26   2  24   a 2905.591781  87107450.00
   0    0     0     0     0     0 26   3  24   a 2905.591781  87107450.00
   0    0     0     0     0     0 23  11  13   s 2906.078761  87122050.00
   0    0     0     0     0     0 23  11  13   a 2906.091506  87122430.00
   0    0     0     0     0     0 25   4  21   s 2906.444824  87133020.00
   0    0     0     0     0     0 25   5  21   s 2906.444826  87133020.00
   0    0     0     0     0     0 25   4  21   a 2906.523724  87135390.00
   0    0     0     0     0     0 25   5  21   a 2906.523726  87135390.00
   0    0     0     0     0     0 23  11  12   s 2918.389459  87491110.00
   0    0     0     0     0     0 23  11  12   a 2918.411679  87491780.00
   0    0     0     0     0     0 22  15   8   s 2943.399105  88240890.00
   0    0     0     0     0     0 22  15   7   s 2943.399309  88240890.00
   0    0     0     0     0     0 22  15   8   a 2943.436436  88242000.00
   0    0     0     0     0     0 22  15   7   a 2943.436640  88242010.00
   0    0     0     0     0     0 24   7  17   s 2945.194309  88294700.00
   0    0     0     0     0     0 24   7  17   a 2945.224597  88295610.00
   0    0     0     0     0     0 24   8  17   s 2945.235812  88295950.00
   0    0     0     0     0     0 24   8  17   a 2945.265914  88296850.00
   0    0     0     0     0     0 23  12  12   s 2960.166260  88743550.00
   0    0     0     0     0     0 23  12  12   a 2960.170256  88743670.00
   0    0     0     0     0     0 23  12  11   s 2962.751460  88821050.00
   0    0     0     0     0     0 23  12  11   a 2962.758191  88821260.00
   0    0     0     0     0     0 20  20   1   s 2975.162375  89193120.00
   0    0     0     0     0     0 20  20   0   s 2975.162375  89193120.00
   0    0     0     0     0     0 20  20   1   a 2975.184108  89193780.00
   0    0     0     0     0     0 20  20   0   a 2975.184108  89193780.00
   0    0     0     0     0     0 21  18   4   s 2985.444196  89501370.00
   0    0     0     0     0     0 21  18   3   s 2985.444196  89501370.00
   0    0     0     0     0     0 21  18   4   a 2985.468089  89502080.00
   0    0     0     0     0     0 21  18   3   a 2985.468089  89502080.00
   0    0     0     0     0     0 27   2  26   s 2994.286507  89766450.00
   0    0     0     0     0     0 27   1  26   s 2994.286507  89766450.00
   0    0     0     0     0     0 27   2  26   a 2994.565880  89774830.00
   0    0     0     0     0     0 27   1  26   a 2994.565880  89774830.00
   0    0     0     0     0     0 25   5  20   s 2998.853765  89903370.00
   0    0     0     0     0     0 25   6  20   s 2998.853821  89903380.00
   0    0     0     0     0     0 25   5  20   a 2998.908124  89905000.00
   0    0     0     0     0     0 25   6  20   a 2998.908179  89905010.00
   0    0     0     0     0     0 24   8  16   s 3012.623581  90316180.00
   0    0     0     0     0     0 24   8  16   a 3012.647862  90316910.00
   0    0     0     0     0     0 24   9  16   s 3013.052100  90329030.00
   0    0     0     0     0     0 24   9  16   a 3013.075074  90329720.00
   0    0     0     0     0     0 26   3  23   s 3015.295408  90396280.00
   0    0     0     0     0     0 26   4  23   s 3015.295408  90396280.00
   0    0     0     0     0     0 26   3  23   a 3015.412063  90399780.00
   0    0     0     0     0     0 26   4  23   a 3015.412063  90399780.00
   0    0     0     0     0     0 23  13  11   a 3019.235716  90514410.00
   0    0     0     0     0     0 23  13  11   s 3019.239411  90514520.00
   0    0     0     0     0     0 23  13  10   a 3019.574697  90524570.00
   0    0     0     0     0     0 23  13  10   s 3019.578012  90524670.00
   0    0     0     0     0     0 22  16   7   s 3020.331848  90547270.00
   0    0     0     0     0     0 22  16   6   s 3020.331860  90547270.00
   0    0     0     0     0     0 22  16   7   a 3020.364567  90548250.00
   0    0     0     0     0     0 22  16   6   a 3020.364580  90548250.00
   0    0     0     0     0     0 24   9  15   s 3070.810396  92060580.00
   0    0     0     0     0     0 24   9  15   a 3070.834235  92061290.00
   0    0     0     0     0     0 28   0  28   s 3073.814464  92150640.00
   0    0     0     0     0     0 28   1  28   s 3073.814464  92150640.00
   0    0     0     0     0     0 24  10  15   s 3073.954987  92154850.00
   0    0     0     0     0     0 24  10  15   a 3073.972534  92155380.00
   0    0     0     0     0     0 28   0  28   a 3074.275989  92164480.00
   0    0     0     0     0     0 28   1  28   a 3074.275989  92164480.00
   0    0     0     0     0     0 21  19   3   s 3075.345308  92196530.00
   0    0     0     0     0     0 21  19   2   s 3075.345308  92196530.00
   0    0     0     0     0     0 21  19   3   a 3075.365269  92197130.00
   0    0     0     0     0     0 21  19   2   a 3075.365269  92197130.00
   0    0     0     0     0     0 23  14  10   s 3084.486168  92470570.00
   0    0     0     0     0     0 23  14   9   s 3084.492003  92470740.00
   0    0     0     0     0     0 23  14  10   a 3084.535859  92472060.00
   0    0     0     0     0     0 23  14   9   a 3084.541658  92472230.00
   0    0     0     0     0     0 25   6  19   s 3084.811933  92480340.00
   0    0     0     0     0     0 25   7  19   s 3084.813017  92480370.00
   0    0     0     0     0     0 25   6  19   a 3084.849729  92481470.00
   0    0     0     0     0     0 25   7  19   a 3084.850804  92481500.00
   0    0     0     0     0     0 22  17   6   s 3101.939931  92993820.00
   0    0     0     0     0     0 22  17   5   s 3101.939932  92993820.00
   0    0     0     0     0     0 22  17   6   a 3101.968097  92994660.00
   0    0     0     0     0     0 22  17   5   a 3101.968098  92994660.00
   0    0     0     0     0     0 27   2  25   s 3115.476821  93399650.00
   0    0     0     0     0     0 27   3  25   s 3115.476821  93399650.00
   0    0     0     0     0     0 24  10  14   s 3115.540569  93401560.00
   0    0     0     0     0     0 24  10  14   a 3115.568309  93402390.00
   0    0     0     0     0     0 27   2  25   a 3115.658142  93405080.00
   0    0     0     0     0     0 27   3  25   a 3115.658142  93405080.00
   0    0     0     0     0     0 26   4  22   s 3118.689253  93495950.00
   0    0     0     0     0     0 26   5  22   s 3118.689253  93495950.00
   0    0     0     0     0     0 26   4  22   a 3118.767049  93498280.00
   0    0     0     0     0     0 26   5  22   a 3118.767049  93498280.00
   0    0     0     0     0     0 24  11  14   s 3129.595897  93822920.00
   0    0     0     0     0     0 24  11  14   a 3129.607404  93823270.00
   0    0     0     0     0     0 24  11  13   s 3149.996100  94434510.00
   0    0     0     0     0     0 24  11  13   a 3150.019633  94435210.00
   0    0     0     0     0     0 23  15   9   s 3155.624364  94603240.00
   0    0     0     0     0     0 23  15   8   s 3155.625184  94603260.00
   0    0     0     0     0     0 23  15   9   a 3155.659352  94604290.00
   0    0     0     0     0     0 23  15   8   a 3155.660169  94604310.00
   0    0     0     0     0     0 25   7  18   s 3164.153219  94858930.00
   0    0     0     0     0     0 25   8  18   s 3164.169233  94859410.00
   0    0     0     0     0     0 25   7  18   a 3164.179991  94859730.00
   0    0     0     0     0     0 25   8  18   a 3164.195915  94860210.00
   0    0     0     0     0     0 21  20   2   s 3168.815254  94998690.00
   0    0     0     0     0     0 21  20   1   s 3168.815254  94998690.00
   0    0     0     0     0     0 21  20   2   a 3168.833237  94999230.00
   0    0     0     0     0     0 21  20   1   a 3168.833237  94999230.00
   0    0     0     0     0     0 24  12  13   s 3184.186879  95459520.00
   0    0     0     0     0     0 24  12  13   a 3184.190915  95459640.00
   0    0     0     0     0     0 22  18   5   s 3187.856049  95569520.00
   0    0     0     0     0     0 22  18   4   s 3187.856049  95569520.00
   0    0     0     0     0     0 22  18   5   a 3187.879595  95570230.00
   0    0     0     0     0     0 22  18   4   a 3187.879595  95570230.00
   0    0     0     0     0     0 24  12  12   s 3189.818485  95628350.00
   0    0     0     0     0     0 24  12  12   a 3189.827802  95628630.00
   0    0     0     0     0     0 28   2  27   s 3206.666562  96133450.00
   0    0     0     0     0     0 28   1  27   s 3206.666562  96133450.00
   0    0     0     0     0     0 28   2  27   a 3206.960506  96142260.00
   0    0     0     0     0     0 28   1  27   a 3206.960506  96142260.00
   0    0     0     0     0     0 26   5  21   s 3215.641667  96402510.00
   0    0     0     0     0     0 26   6  21   s 3215.641686  96402510.00
   0    0     0     0     0     0 26   5  21   a 3215.693601  96404070.00
   0    0     0     0     0     0 26   6  21   a 3215.693620  96404070.00
   0    0     0     0     0     0 27   3  24   s 3229.994475  96832800.00
   0    0     0     0     0     0 27   4  24   s 3229.994475  96832800.00
   0    0     0     0     0     0 27   3  24   a 3230.112289  96836330.00
   0    0     0     0     0     0 27   4  24   a 3230.112289  96836330.00
   0    0     0     0     0     0 23  16   8   s 3232.091210  96895660.00
   0    0     0     0     0     0 23  16   7   s 3232.091270  96895660.00
   0    0     0     0     0     0 23  16   8   a 3232.122446  96896590.00
   0    0     0     0     0     0 23  16   7   a 3232.122506  96896600.00
   0    0     0     0     0     0 25   8  17   s 3236.468897  97026900.00
   0    0     0     0     0     0 25   8  17   a 3236.488960  97027500.00
   0    0     0     0     0     0 25   9  17   s 3236.649442  97032310.00
   0    0     0     0     0     0 25   9  17   a 3236.668831  97032890.00
   0    0     0     0     0     0 24  13  12   a 3242.419522  97205290.00
   0    0     0     0     0     0 24  13  12   s 3242.422628  97205380.00
   0    0     0     0     0     0 24  13  11   a 3243.314978  97232140.00
   0    0     0     0     0     0 24  13  11   s 3243.317123  97232200.00
   0    0     0     0     0     0 21  21   1   s 3265.548870  97898690.00
   0    0     0     0     0     0 21  21   0   s 3265.548870  97898690.00
   0    0     0     0     0     0 21  21   1   a 3265.569489  97899310.00
   0    0     0     0     0     0 21  21   0   a 3265.569489  97899310.00
   0    0     0     0     0     0 22  19   4   s 3277.748134  98264420.00
   0    0     0     0     0     0 22  19   3   s 3277.748134  98264420.00
   0    0     0     0     0     0 22  19   4   a 3277.767091  98264990.00
   0    0     0     0     0     0 22  19   3   a 3277.767091  98264990.00
   0    0     0     0     0     0 25   9  16   s 3300.534904  98947550.00
   0    0     0     0     0     0 25   9  16   a 3300.552920  98948090.00
   0    0     0     0     0     0 25  10  16   s 3302.040128  98992670.00
   0    0     0     0     0     0 25  10  16   a 3302.054485  98993100.00
   0    0     0     0     0     0 26   6  20   s 3306.129308  99115260.00
   0    0     0     0     0     0 26   7  20   s 3306.129695  99115270.00
   0    0     0     0     0     0 26   6  20   a 3306.163942  99116300.00
   0    0     0     0     0     0 26   7  20   a 3306.164325  99116310.00
   0    0     0     0     0     0 24  14  11   s 3306.628258  99130220.00
   0    0     0     0     0     0 24  14  10   s 3306.636041  99130450.00
   0    0     0     0     0     0 24  14  11   a 3306.732101  99133330.00
   0    0     0     0     0     0 24  14  10   a 3306.739775  99133560.00
   0    0     0     0     0     0 23  17   7   s 3313.399411  99333220.00
   0    0     0     0     0     0 23  17   6   s 3313.399415  99333220.00
   0    0     0     0     0     0 23  17   7   a 3313.426966  99334040.00
   0    0     0     0     0     0 23  17   6   a 3313.426969  99334040.00
   0    0     0     0     0     0 28   2  26   s 3332.570455  99907950.00
   0    0     0     0     0     0 28   3  26   s 3332.570455  99907950.00
   0    0     0     0     0     0 28   2  26   a 3332.757533  99913560.00
   0    0     0     0     0     0 28   3  26   a 3332.757533  99913560.00
   0    0     0     0     0     0 27   4  23   s 3337.956460 100069400.00
   0    0     0     0     0     0 27   5  23   s 3337.956460 100069400.00
   0    0     0     0     0     0 27   4  23   a 3338.032812 100071700.00
   0    0     0     0     0     0 27   5  23   a 3338.032812 100071700.00
