 nu1  nu2  nu3a  nu3b  nu4a  nu4b  J  Ka  Kc inv      E"        E/Mhz
   0    0     0     0     0     0 16   1  15   a 1128.537566  33832710.00
   0    0     0     0     0     0 16   2  15   a 1128.537568  33832710.00
   0    0     0     0     0     0 14   7   7   s 1130.017926  33877090.00
   0    0     0     0     0     0 14   7   7   a 1130.098397  33879500.00
   0    0     0     0     0     0 14   8   7   s 1159.331941  34755900.00
   0    0     0     0     0     0 14   8   7   a 1159.388937  34757610.00
   0    0     0     0     0     0 14   8   6   s 1160.943386  34804210.00
   0    0     0     0     0     0 14   8   6   a 1161.002516  34805980.00
   0    0     0     0     0     0 13  11   3   s 1175.328075  35235450.00
   0    0     0     0     0     0 13  11   2   s 1175.328083  35235450.00
   0    0     0     0     0     0 13  11   3   a 1175.406807  35237810.00
   0    0     0     0     0     0 13  11   2   a 1175.406815  35237810.00
   0    0     0     0     0     0 15   4  11   s 1175.790228  35249300.00
   0    0     0     0     0     0 15   4  11   a 1175.888063  35252240.00
   0    0     0     0     0     0 15   5  11   s 1175.925631  35253360.00
   0    0     0     0     0     0 15   5  11   a 1176.022942  35256280.00
   0    0     0     0     0     0 17   0  17   s 1182.344052  35445780.00
   0    0     0     0     0     0 17   1  17   s 1182.344052  35445780.00
   0    0     0     0     0     0 17   0  17   a 1182.585525  35453020.00
   0    0     0     0     0     0 17   1  17   a 1182.585525  35453020.00
   0    0     0     0     0     0 16   2  14   s 1197.149288  35889630.00
   0    0     0     0     0     0 16   3  14   s 1197.149372  35889640.00
   0    0     0     0     0     0 16   2  14   a 1197.290728  35893870.00
   0    0     0     0     0     0 16   3  14   a 1197.290811  35893880.00
   0    0     0     0     0     0 14   9   6   s 1202.296218  36043930.00
   0    0     0     0     0     0 14   9   5   s 1202.331344  36044990.00
   0    0     0     0     0     0 14   9   6   a 1202.472835  36049230.00
   0    0     0     0     0     0 14   9   5   a 1202.508195  36050290.00
   0    0     0     0     0     0 15   5  10   s 1220.021504  36575320.00
   0    0     0     0     0     0 15   5  10   a 1220.109302  36577960.00
   0    0     0     0     0     0 15   6  10   s 1221.468563  36618710.00
   0    0     0     0     0     0 15   6  10   a 1221.552322  36621220.00
   0    0     0     0     0     0 13  12   2   s 1235.519276  37039940.00
   0    0     0     0     0     0 13  12   1   s 1235.519276  37039940.00
   0    0     0     0     0     0 13  12   2   a 1235.589103  37042030.00
   0    0     0     0     0     0 13  12   1   a 1235.589103  37042030.00
   0    0     0     0     0     0 14  10   5   s 1251.174093  37509260.00
   0    0     0     0     0     0 14  10   4   s 1251.176819  37509340.00
   0    0     0     0     0     0 14  10   5   a 1251.260471  37511850.00
   0    0     0     0     0     0 14  10   4   a 1251.263211  37511930.00
   0    0     0     0     0     0 15   6   9   s 1253.539952  37580180.00
   0    0     0     0     0     0 15   6   9   a 1253.625971  37582760.00
   0    0     0     0     0     0 16   3  13   s 1259.939985  37772050.00
   0    0     0     0     0     0 16   4  13   s 1259.942503  37772130.00
   0    0     0     0     0     0 16   3  13   a 1260.054113  37775470.00
   0    0     0     0     0     0 16   4  13   a 1260.056616  37775550.00
   0    0     0     0     0     0 17   1  16   s 1261.909861  37831110.00
   0    0     0     0     0     0 17   2  16   s 1261.909862  37831110.00
   0    0     0     0     0     0 15   7   9   s 1261.929297  37831690.00
   0    0     0     0     0     0 15   7   9   a 1262.000459  37833820.00
   0    0     0     0     0     0 17   1  16   a 1262.093930  37836620.00
   0    0     0     0     0     0 17   2  16   a 1262.093930  37836620.00
   0    0     0     0     0     0 15   7   8   s 1277.686444  38304080.00
   0    0     0     0     0     0 15   7   8   a 1277.766204  38306470.00
   0    0     0     0     0     0 13  13   1   s 1300.567691  38990040.00
   0    0     0     0     0     0 13  13   0   s 1300.567691  38990040.00
   0    0     0     0     0     0 13  13   1   a 1300.628901  38991870.00
   0    0     0     0     0     0 13  13   0   a 1300.628901  38991870.00
   0    0     0     0     0     0 15   8   8   s 1301.070007  39005100.00
   0    0     0     0     0     0 15   8   8   a 1301.126396  39006790.00
   0    0     0     0     0     0 15   8   7   s 1305.134234  39126940.00
   0    0     0     0     0     0 15   8   7   a 1305.195239  39128770.00
   0    0     0     0     0     0 14  11   4   s 1305.777079  39146210.00
   0    0     0     0     0     0 14  11   3   s 1305.777142  39146210.00
   0    0     0     0     0     0 14  11   4   a 1305.854336  39148530.00
   0    0     0     0     0     0 14  11   3   a 1305.854399  39148530.00
   0    0     0     0     0     0 16   4  12   s 1316.515383  39468140.00
   0    0     0     0     0     0 16   5  12   s 1316.563677  39469590.00
   0    0     0     0     0     0 16   4  12   a 1316.609986  39470970.00
   0    0     0     0     0     0 16   5  12   a 1316.658071  39472420.00
   0    0     0     0     0     0 18   0  18   s 1318.336207  39522730.00
   0    0     0     0     0     0 18   1  18   s 1318.336207  39522730.00
   0    0     0     0     0     0 18   0  18   a 1318.589417  39530320.00
   0    0     0     0     0     0 18   1  18   a 1318.589417  39530320.00
   0    0     0     0     0     0 17   2  15   s 1335.495328  40037140.00
   0    0     0     0     0     0 17   3  15   s 1335.495352  40037140.00
   0    0     0     0     0     0 17   2  15   a 1335.638170  40041430.00
   0    0     0     0     0     0 17   3  15   a 1335.638194  40041430.00
   0    0     0     0     0     0 15   9   7   s 1343.508378  40277370.00
   0    0     0     0     0     0 15   9   7   a 1343.548102  40278560.00
   0    0     0     0     0     0 15   9   6   s 1344.035550  40293170.00
   0    0     0     0     0     0 15   9   6   a 1344.076027  40294390.00
   0    0     0     0     0     0 14  12   3   s 1365.690193  40942360.00
   0    0     0     0     0     0 14  12   2   s 1365.690194  40942360.00
   0    0     0     0     0     0 14  12   3   a 1365.758822  40944420.00
   0    0     0     0     0     0 14  12   2   a 1365.758822  40944420.00
   0    0     0     0     0     0 16   5  11   s 1366.196701  40957550.00
   0    0     0     0     0     0 16   5  11   a 1366.278734  40960010.00
   0    0     0     0     0     0 16   6  11   s 1366.798670  40975590.00
   0    0     0     0     0     0 16   6  11   a 1366.878785  40978000.00
   0    0     0     0     0     0 15  10   6   s 1391.634207  41720140.00
   0    0     0     0     0     0 15  10   5   s 1391.645294  41720480.00
   0    0     0     0     0     0 15  10   6   a 1391.726639  41722910.00
   0    0     0     0     0     0 15  10   5   a 1391.737787  41723250.00
   0    0     0     0     0     0 18   1  17   s 1402.749700  42053380.00
   0    0     0     0     0     0 18   2  17   s 1402.749700  42053380.00
   0    0     0     0     0     0 18   1  17   a 1402.939447  42059070.00
   0    0     0     0     0     0 18   2  17   a 1402.939447  42059070.00
   0    0     0     0     0     0 17   3  14   s 1403.057921  42062620.00
   0    0     0     0     0     0 17   4  14   s 1403.058713  42062640.00
   0    0     0     0     0     0 17   3  14   a 1403.171039  42066010.00
   0    0     0     0     0     0 17   4  14   a 1403.171826  42066030.00
   0    0     0     0     0     0 16   6  10   s 1406.564364  42167740.00
   0    0     0     0     0     0 16   6  10   a 1406.642405  42170080.00
   0    0     0     0     0     0 16   7  10   s 1411.077016  42303020.00
   0    0     0     0     0     0 16   7  10   a 1411.145314  42305070.00
   0    0     0     0     0     0 14  13   2   s 1430.571658  42887460.00
   0    0     0     0     0     0 14  13   1   s 1430.571658  42887460.00
   0    0     0     0     0     0 14  13   2   a 1430.631984  42889270.00
   0    0     0     0     0     0 14  13   1   a 1430.631984  42889270.00
   0    0     0     0     0     0 16   7   9   s 1435.124822  43023960.00
   0    0     0     0     0     0 16   7   9   a 1435.201212  43026250.00
   0    0     0     0     0     0 15  11   5   s 1445.670881  43340120.00
   0    0     0     0     0     0 15  11   4   s 1445.671241  43340130.00
   0    0     0     0     0     0 15  11   5   a 1445.746525  43342390.00
   0    0     0     0     0     0 15  11   4   a 1445.746888  43342400.00
   0    0     0     0     0     0 16   8   9   s 1452.035962  43530940.00
   0    0     0     0     0     0 16   8   9   a 1452.091201  43532600.00
   0    0     0     0     0     0 16   8   8   s 1460.630484  43788600.00
   0    0     0     0     0     0 16   8   8   a 1460.693373  43790490.00
   0    0     0     0     0     0 19   0  19   s 1461.593880  43817480.00
   0    0     0     0     0     0 19   1  19   s 1461.593880  43817480.00
   0    0     0     0     0     0 19   0  19   a 1461.860131  43825460.00
   0    0     0     0     0     0 19   1  19   a 1461.860131  43825460.00
   0    0     0     0     0     0 17   4  13   s 1464.447147  43903020.00
   0    0     0     0     0     0 17   5  13   s 1464.463872  43903520.00
   0    0     0     0     0     0 17   4  13   a 1464.538972  43905770.00
   0    0     0     0     0     0 17   5  13   a 1464.555615  43906270.00
   0    0     0     0     0     0 18   2  16   s 1481.122876  44402950.00
   0    0     0     0     0     0 18   3  16   s 1481.122883  44402950.00
   0    0     0     0     0     0 18   2  16   a 1481.267528  44407280.00
   0    0     0     0     0     0 18   3  16   a 1481.267535  44407280.00
   0    0     0     0     0     0 16   9   8   s 1494.371256  44800120.00
   0    0     0     0     0     0 16   9   8   a 1494.411241  44801320.00
   0    0     0     0     0     0 16   9   7   s 1495.886525  44845550.00
   0    0     0     0     0     0 16   9   7   a 1495.928527  44846810.00
   0    0     0     0     0     0 14  14   1   s 1500.132769  44972850.00
   0    0     0     0     0     0 14  14   0   s 1500.132769  44972850.00
   0    0     0     0     0     0 14  14   1   a 1500.185178  44974420.00
   0    0     0     0     0     0 14  14   0   a 1500.185178  44974420.00
   0    0     0     0     0     0 15  12   4   s 1505.213604  45125170.00
   0    0     0     0     0     0 15  12   3   s 1505.213608  45125170.00
   0    0     0     0     0     0 15  12   4   a 1505.280883  45127190.00
   0    0     0     0     0     0 15  12   3   a 1505.280887  45127190.00
   0    0     0     0     0     0 17   5  12   s 1519.238886  45545640.00
   0    0     0     0     0     0 17   5  12   a 1519.316219  45547950.00
   0    0     0     0     0     0 17   6  12   s 1519.475317  45552720.00
   0    0     0     0     0     0 17   6  12   a 1519.551803  45555020.00
   0    0     0     0     0     0 16  10   7   s 1541.710248  46219310.00
   0    0     0     0     0     0 16  10   6   s 1541.732589  46219980.00
   0    0     0     0     0     0 16  10   7   a 1541.880548  46224420.00
   0    0     0     0     0     0 16  10   6   a 1541.903109  46225090.00
   0    0     0     0     0     0 19   1  18   s 1550.855295  46493470.00
   0    0     0     0     0     0 19   2  18   s 1550.855295  46493470.00
   0    0     0     0     0     0 19   1  18   a 1551.051434  46499350.00
   0    0     0     0     0     0 19   2  18   a 1551.051434  46499350.00
   0    0     0     0     0     0 18   3  15   s 1553.439624  46570950.00
   0    0     0     0     0     0 18   4  15   s 1553.439871  46570960.00
   0    0     0     0     0     0 18   3  15   a 1553.552041  46574320.00
   0    0     0     0     0     0 18   4  15   a 1553.552286  46574330.00
   0    0     0     0     0     0 17   6  11   s 1565.926105  46945280.00
   0    0     0     0     0     0 17   6  11   a 1565.996480  46947390.00
   0    0     0     0     0     0 17   7  11   s 1568.086053  47010040.00
   0    0     0     0     0     0 17   7  11   a 1568.150956  47011980.00
   0    0     0     0     0     0 15  13   3   s 1569.862013  47063280.00
   0    0     0     0     0     0 15  13   2   s 1569.862013  47063280.00
   0    0     0     0     0     0 15  13   3   a 1569.921238  47065050.00
   0    0     0     0     0     0 15  13   2   a 1569.921238  47065050.00
   0    0     0     0     0     0 16  11   6   s 1595.043387  47818200.00
   0    0     0     0     0     0 16  11   5   s 1595.045084  47818250.00
   0    0     0     0     0     0 16  11   6   a 1595.117844  47820430.00
   0    0     0     0     0     0 16  11   5   a 1595.119555  47820480.00
   0    0     0     0     0     0 17   7  10   s 1600.923801  47994490.00
   0    0     0     0     0     0 17   7  10   a 1600.994210  47996600.00
   0    0     0     0     0     0 17   8  10   s 1611.815041  48321000.00
   0    0     0     0     0     0 17   8  10   a 1611.868467  48322600.00
   0    0     0     0     0     0 20   0  20   s 1612.093105  48329340.00
   0    0     0     0     0     0 20   1  20   s 1612.093105  48329340.00
   0    0     0     0     0     0 20   0  20   a 1612.373820  48337750.00
   0    0     0     0     0     0 20   1  20   a 1612.373820  48337750.00
   0    0     0     0     0     0 18   4  14   s 1619.595726  48554260.00
   0    0     0     0     0     0 18   5  14   s 1619.601391  48554430.00
   0    0     0     0     0     0 18   4  14   a 1619.685122  48556940.00
   0    0     0     0     0     0 18   5  14   a 1619.690756  48557110.00
   0    0     0     0     0     0 17   8   9   s 1627.179444  48781610.00
   0    0     0     0     0     0 17   8   9   a 1627.242686  48783510.00
   0    0     0     0     0     0 19   2  17   s 1634.009907  48986380.00
   0    0     0     0     0     0 19   3  17   s 1634.009909  48986380.00
   0    0     0     0     0     0 19   2  17   a 1634.156787  48990790.00
   0    0     0     0     0     0 19   3  17   a 1634.156789  48990790.00
   0    0     0     0     0     0 15  14   2   s 1639.291598  49144730.00
   0    0     0     0     0     0 15  14   1   s 1639.291598  49144730.00
   0    0     0     0     0     0 15  14   2   a 1639.343234  49146270.00
   0    0     0     0     0     0 15  14   1   a 1639.343234  49146270.00
   0    0     0     0     0     0 16  12   5   s 1654.104308  49588800.00
   0    0     0     0     0     0 16  12   4   s 1654.104328  49588800.00
   0    0     0     0     0     0 16  12   5   a 1654.170126  49590770.00
   0    0     0     0     0     0 16  12   4   a 1654.170147  49590770.00
   0    0     0     0     0     0 17   9   9   s 1654.748658  49608120.00
   0    0     0     0     0     0 17   9   9   a 1654.788342  49609310.00
   0    0     0     0     0     0 17   9   8   s 1658.525217  49721340.00
   0    0     0     0     0     0 17   9   8   a 1658.569303  49722660.00
   0    0     0     0     0     0 18   5  13   s 1679.307982  50344390.00
   0    0     0     0     0     0 18   5  13   a 1679.381350  50346590.00
   0    0     0     0     0     0 18   6  13   s 1679.397102  50347060.00
   0    0     0     0     0     0 18   6  13   a 1679.470113  50349250.00
   0    0     0     0     0     0 17  10   8   s 1701.417016  51007200.00
   0    0     0     0     0     0 17  10   8   a 1701.441890  51007940.00
   0    0     0     0     0     0 17  10   7   s 1701.911470  51022020.00
   0    0     0     0     0     0 17  10   7   a 1701.937024  51022790.00
   0    0     0     0     0     0 20   1  19   s 1706.202880  51150680.00
   0    0     0     0     0     0 20   2  19   s 1706.202880  51150680.00
   0    0     0     0     0     0 20   1  19   a 1706.406180  51156770.00
   0    0     0     0     0     0 20   2  19   a 1706.406180  51156770.00
   0    0     0     0     0     0 19   3  16   s 1711.065507  51296450.00
   0    0     0     0     0     0 19   4  16   s 1711.065583  51296460.00
   0    0     0     0     0     0 19   3  16   a 1711.177516  51299810.00
   0    0     0     0     0     0 19   4  16   a 1711.177591  51299810.00
   0    0     0     0     0     0 15  15   1   s 1713.216628  51360940.00
   0    0     0     0     0     0 15  15   0   s 1713.216628  51360940.00
   0    0     0     0     0     0 15  15   1   a 1713.261148  51362280.00
   0    0     0     0     0     0 15  15   0   a 1713.261148  51362280.00
   0    0     0     0     0     0 16  13   4   s 1718.440721  51517560.00
   0    0     0     0     0     0 16  13   3   s 1718.440722  51517560.00
   0    0     0     0     0     0 16  13   4   a 1718.498715  51519300.00
   0    0     0     0     0     0 16  13   3   a 1718.498716  51519300.00
   0    0     0     0     0     0 18   6  12   s 1731.675975  51914340.00
   0    0     0     0     0     0 18   6  12   a 1731.739920  51916260.00
   0    0     0     0     0     0 18   7  12   s 1732.624852  51942790.00
   0    0     0     0     0     0 18   7  12   a 1732.686061  51944620.00
   0    0     0     0     0     0 17  11   7   s 1753.933254  52581600.00
   0    0     0     0     0     0 17  11   6   s 1753.939395  52581780.00
   0    0     0     0     0     0 17  11   7   a 1754.015460  52584060.00
   0    0     0     0     0     0 17  11   6   a 1754.021658  52584250.00
   0    0     0     0     0     0 21   0  21   s 1769.809146  53057540.00
   0    0     0     0     0     0 21   1  21   s 1769.809146  53057540.00
   0    0     0     0     0     0 21   0  21   a 1770.105876  53066440.00
   0    0     0     0     0     0 21   1  21   a 1770.105876  53066440.00
   0    0     0     0     0     0 18   7  11   s 1773.754471  53175820.00
   0    0     0     0     0     0 18   7  11   a 1773.817155  53177700.00
   0    0     0     0     0     0 18   8  11   s 1779.937122  53361170.00
   0    0     0     0     0     0 18   8  11   a 1779.988043  53362700.00
   0    0     0     0     0     0 19   4  15   s 1781.954399  53421650.00
   0    0     0     0     0     0 19   5  15   s 1781.956286  53421710.00
   0    0     0     0     0     0 19   4  15   a 1782.041658  53424260.00
   0    0     0     0     0     0 19   5  15   a 1782.043534  53424320.00
   0    0     0     0     0     0 16  14   3   s 1787.680654  53593320.00
   0    0     0     0     0     0 16  14   2   s 1787.680654  53593320.00
   0    0     0     0     0     0 16  14   3   a 1787.731278  53594840.00
   0    0     0     0     0     0 16  14   2   a 1787.731278  53594840.00
   0    0     0     0     0     0 20   2  18   s 1794.133159  53786760.00
   0    0     0     0     0     0 20   3  18   s 1794.133160  53786760.00
   0    0     0     0     0     0 20   2  18   a 1794.282701  53791240.00
   0    0     0     0     0     0 20   3  18   a 1794.282702  53791240.00
   0    0     0     0     0     0 18   8  10   s 1803.769736  54075660.00
   0    0     0     0     0     0 18   8  10   a 1803.830748  54077490.00
   0    0     0     0     0     0 17  12   6   s 1812.381100  54333820.00
   0    0     0     0     0     0 17  12   5   s 1812.381192  54333820.00
   0    0     0     0     0     0 17  12   6   a 1812.445385  54335750.00
   0    0     0     0     0     0 17  12   5   a 1812.445480  54335750.00
   0    0     0     0     0     0 18   9  10   s 1824.369959  54693240.00
   0    0     0     0     0     0 18   9  10   a 1824.408902  54694400.00
   0    0     0     0     0     0 18   9   9   s 1832.411563  54934320.00
   0    0     0     0     0     0 18   9   9   a 1832.458096  54935710.00
   0    0     0     0     0     0 19   5  14   s 1846.478711  55356040.00
   0    0     0     0     0     0 19   6  14   s 1846.511295  55357020.00
   0    0     0     0     0     0 19   5  14   a 1846.548614  55358130.00
   0    0     0     0     0     0 19   6  14   a 1846.581052  55359110.00
   0    0     0     0     0     0 16  15   2   s 1861.510697  55806690.00
   0    0     0     0     0     0 16  15   1   s 1861.510697  55806690.00
   0    0     0     0     0     0 16  15   2   a 1861.554527  55808000.00
   0    0     0     0     0     0 16  15   1   a 1861.554527  55808000.00
   0    0     0     0     0     0 21   1  20   s 1868.767778  56024250.00
   0    0     0     0     0     0 21   2  20   s 1868.767778  56024250.00
   0    0     0     0     0     0 21   1  20   a 1868.979065  56030580.00
   0    0     0     0     0     0 21   2  20   a 1868.979065  56030580.00
   0    0     0     0     0     0 18  10   9   s 1870.726486  56082970.00
   0    0     0     0     0     0 18  10   9   a 1870.751697  56083720.00
   0    0     0     0     0     0 18  10   8   s 1872.109760  56124440.00
   0    0     0     0     0     0 18  10   8   a 1872.136760  56125250.00
   0    0     0     0     0     0 20   3  17   s 1875.913904  56238480.00
   0    0     0     0     0     0 20   4  17   s 1875.913928  56238480.00
   0    0     0     0     0     0 20   3  17   a 1876.025792  56241840.00
   0    0     0     0     0     0 20   4  17   a 1876.025815  56241840.00
   0    0     0     0     0     0 17  13   5   s 1876.311456  56250400.00
   0    0     0     0     0     0 17  13   4   s 1876.311464  56250400.00
   0    0     0     0     0     0 17  13   5   a 1876.368149  56252100.00
   0    0     0     0     0     0 17  13   4   a 1876.368157  56252100.00
   0    0     0     0     0     0 19   6  13   s 1904.081541  57082930.00
   0    0     0     0     0     0 19   6  13   a 1904.140251  57084690.00
   0    0     0     0     0     0 19   7  13   s 1904.474255  57094700.00
   0    0     0     0     0     0 19   7  13   a 1904.531694  57096420.00
   0    0     0     0     0     0 18  11   8   s 1922.370067  57631200.00
   0    0     0     0     0     0 18  11   7   s 1922.381314  57631540.00
   0    0     0     0     0     0 18  11   8   a 1922.528569  57635960.00
   0    0     0     0     0     0 18  11   7   a 1922.540011  57636300.00
   0    0     0     0     0     0 22   0  22   s 1934.716728  58001350.00
   0    0     0     0     0     0 22   1  22   s 1934.716728  58001350.00
   0    0     0     0     0     0 22   0  22   a 1935.031154  58010770.00
   0    0     0     0     0     0 22   1  22   a 1935.031154  58010770.00
   0    0     0     0     0     0 16  16   1   s 1939.645481  58149110.00
   0    0     0     0     0     0 16  16   0   s 1939.645481  58149110.00
   0    0     0     0     0     0 16  16   1   a 1939.683113  58150240.00
   0    0     0     0     0     0 16  16   0   a 1939.683113  58150240.00
   0    0     0     0     0     0 17  14   4   s 1945.293161  58318420.00
   0    0     0     0     0     0 17  14   3   s 1945.293161  58318420.00
   0    0     0     0     0     0 17  14   4   a 1945.342665  58319910.00
   0    0     0     0     0     0 17  14   3   a 1945.342666  58319910.00
   0    0     0     0     0     0 20   4  16   s 1951.508219  58504740.00
   0    0     0     0     0     0 20   5  16   s 1951.508840  58504760.00
   0    0     0     0     0     0 20   4  16   a 1951.593598  58507300.00
   0    0     0     0     0     0 20   5  16   a 1951.594215  58507320.00
   0    0     0     0     0     0 19   7  12   s 1952.827495  58544300.00
   0    0     0     0     0     0 19   7  12   a 1952.882325  58545940.00
   0    0     0     0     0     0 19   8  12   s 1955.954510  58638040.00
   0    0     0     0     0     0 19   8  12   a 1956.002339  58639470.00
   0    0     0     0     0     0 21   2  19   s 1961.468273  58803340.00
   0    0     0     0     0     0 21   3  19   s 1961.468273  58803340.00
   0    0     0     0     0     0 21   2  19   a 1961.620931  58807920.00
   0    0     0     0     0     0 21   3  19   a 1961.620931  58807920.00
   0    0     0     0     0     0 18  12   7   s 1980.068172  59360950.00
   0    0     0     0     0     0 18  12   6   s 1980.068542  59360960.00
   0    0     0     0     0     0 18  12   7   a 1980.131510  59362850.00
   0    0     0     0     0     0 18  12   6   a 1980.131894  59362860.00
   0    0     0     0     0     0 19   8  11   s 1988.991212  59628460.00
   0    0     0     0     0     0 19   8  11   a 1989.047292  59630140.00
   0    0     0     0     0     0 19   9  11   s 2002.842618  60043710.00
   0    0     0     0     0     0 19   9  11   a 2002.880219  60044840.00
   0    0     0     0     0     0 19   9  10   s 2017.470229  60482240.00
   0    0     0     0     0     0 19   9  10   a 2017.518128  60483670.00
   0    0     0     0     0     0 17  15   3   s 2018.976428  60527390.00
   0    0     0     0     0     0 17  15   2   s 2018.976428  60527390.00
   0    0     0     0     0     0 17  15   3   a 2019.019315  60528680.00
   0    0     0     0     0     0 17  15   2   a 2019.019315  60528680.00
   0    0     0     0     0     0 20   5  15   s 2020.776267  60581350.00
   0    0     0     0     0     0 20   6  15   s 2020.787909  60581700.00
   0    0     0     0     0     0 20   5  15   a 2020.843065  60583350.00
   0    0     0     0     0     0 20   6  15   a 2020.854649  60583700.00
   0    0     0     0     0     0 22   1  21   s 2038.524575  61113430.00
   0    0     0     0     0     0 22   2  21   s 2038.524575  61113430.00
   0    0     0     0     0     0 22   1  21   a 2038.744736  61120030.00
   0    0     0     0     0     0 22   2  21   a 2038.744736  61120030.00
   0    0     0     0     0     0 18  13   6   s 2043.480403  61262000.00
   0    0     0     0     0     0 18  13   5   s 2043.480452  61262000.00
   0    0     0     0     0     0 18  13   6   a 2043.535735  61263660.00
   0    0     0     0     0     0 18  13   5   a 2043.535783  61263660.00
   0    0     0     0     0     0 21   3  18   s 2047.961546  61396340.00
   0    0     0     0     0     0 21   4  18   s 2047.961553  61396340.00
   0    0     0     0     0     0 21   3  18   a 2048.073595  61399700.00
   0    0     0     0     0     0 21   4  18   a 2048.073602  61399700.00
   0    0     0     0     0     0 19  10  10   s 2049.519213  61443040.00
   0    0     0     0     0     0 19  10  10   a 2049.544443  61443800.00
   0    0     0     0     0     0 19  10   9   s 2052.935211  61545450.00
   0    0     0     0     0     0 19  10   9   a 2052.964382  61546320.00
   0    0     0     0     0     0 20   6  14   s 2083.351728  62457310.00
   0    0     0     0     0     0 20   6  14   a 2083.406050  62458940.00
   0    0     0     0     0     0 20   7  14   s 2083.507503  62461980.00
   0    0     0     0     0     0 20   7  14   a 2083.561261  62463600.00
   0    0     0     0     0     0 17  16   2   s 2097.054373  62868110.00
   0    0     0     0     0     0 17  16   1   s 2097.054373  62868110.00
   0    0     0     0     0     0 17  16   2   a 2097.091328  62869220.00
   0    0     0     0     0     0 17  16   1   a 2097.091328  62869220.00
   0    0     0     0     0     0 19  11   9   s 2100.363831  62967320.00
   0    0     0     0     0     0 19  11   9   a 2100.376392  62967700.00
   0    0     0     0     0     0 19  11   8   s 2100.812820  62980780.00
   0    0     0     0     0     0 19  11   8   a 2100.825961  62981180.00
   0    0     0     0     0     0 23   0  23   s 2106.790359  63159990.00
   0    0     0     0     0     0 23   1  23   s 2106.790359  63159990.00
   0    0     0     0     0     0 23   0  23   a 2107.124291  63170000.00
   0    0     0     0     0     0 23   1  23   a 2107.124291  63170000.00
   0    0     0     0     0     0 18  14   5   s 2112.123313  63319860.00
   0    0     0     0     0     0 18  14   4   s 2112.123317  63319860.00
   0    0     0     0     0     0 18  14   5   a 2112.171672  63321310.00
   0    0     0     0     0     0 18  14   4   a 2112.171676  63321310.00
   0    0     0     0     0     0 21   4  17   s 2128.237806  63802960.00
   0    0     0     0     0     0 21   5  17   s 2128.238009  63802970.00
   0    0     0     0     0     0 21   4  17   a 2128.321534  63805470.00
   0    0     0     0     0     0 21   5  17   a 2128.321735  63805480.00
   0    0     0     0     0     0 22   2  20   s 2135.989940  64035370.00
   0    0     0     0     0     0 22   3  20   s 2135.989940  64035370.00
   0    0     0     0     0     0 22   2  20   a 2136.146192  64040050.00
   0    0     0     0     0     0 22   3  20   a 2136.146192  64040050.00
   0    0     0     0     0     0 20   7  13   s 2138.055945  64097300.00
   0    0     0     0     0     0 20   7  13   a 2138.103999  64098750.00
   0    0     0     0     0     0 20   8  13   s 2139.503508  64140700.00
   0    0     0     0     0     0 20   8  13   a 2139.547862  64142030.00
   0    0     0     0     0     0 19  12   8   s 2157.193902  64671050.00
   0    0     0     0     0     0 19  12   7   s 2157.195148  64671080.00
   0    0     0     0     0     0 19  12   8   a 2157.265763  64673200.00
   0    0     0     0     0     0 19  12   7   a 2157.267059  64673240.00
   0    0     0     0     0     0 17  17   1   s 2179.240094  65331970.00
   0    0     0     0     0     0 17  17   0   s 2179.240094  65331970.00
   0    0     0     0     0     0 17  17   1   a 2179.271931  65332930.00
   0    0     0     0     0     0 17  17   0   a 2179.271931  65332930.00
   0    0     0     0     0     0 20   8  12   s 2181.423592  65397430.00
   0    0     0     0     0     0 20   8  12   a 2181.472693  65398910.00
   0    0     0     0     0     0 18  15   4   s 2185.599323  65522620.00
   0    0     0     0     0     0 18  15   3   s 2185.599323  65522620.00
   0    0     0     0     0     0 18  15   4   a 2185.641194  65523870.00
   0    0     0     0     0     0 18  15   3   a 2185.641194  65523870.00
   0    0     0     0     0     0 20   9  12   s 2189.704647  65645690.00
   0    0     0     0     0     0 20   9  12   a 2189.740227  65646760.00
   0    0     0     0     0     0 21   5  16   s 2202.201023  66020330.00
   0    0     0     0     0     0 21   6  16   s 2202.205111  66020450.00
   0    0     0     0     0     0 21   5  16   a 2202.264996  66022240.00
   0    0     0     0     0     0 21   6  16   a 2202.269060  66022370.00
   0    0     0     0     0     0 20   9  11   s 2212.838498  66339230.00
   0    0     0     0     0     0 20   9  11   a 2212.885426  66340640.00
   0    0     0     0     0     0 23   1  22   s 2215.447360  66417440.00
   0    0     0     0     0     0 23   2  22   s 2215.447360  66417440.00
   0    0     0     0     0     0 23   1  22   a 2215.677345  66424340.00
   0    0     0     0     0     0 23   2  22   a 2215.677345  66424340.00
   0    0     0     0     0     0 19  13   7   s 2219.957323  66552650.00
   0    0     0     0     0     0 19  13   6   s 2219.957565  66552650.00
   0    0     0     0     0     0 19  13   7   a 2220.011221  66554260.00
   0    0     0     0     0     0 19  13   6   a 2220.011460  66554270.00
   0    0     0     0     0     0 22   3  19   s 2227.183837  66769290.00
   0    0     0     0     0     0 22   4  19   s 2227.183839  66769290.00
   0    0     0     0     0     0 22   3  19   a 2227.296330  66772660.00
   0    0     0     0     0     0 22   4  19   a 2227.296332  66772660.00
   0    0     0     0     0     0 20  10  11   s 2237.551887  67080120.00
   0    0     0     0     0     0 20  10  11   a 2237.576786  67080860.00
